PID	Street Address	MBLU	Book&Page	Assessment	Appraisal	Lot Size (acres)	Land Use Code	Description	Zoning District	# Buildings	Appr. Year	Improvements	Land	Total	Recent Sale Price	Recent Sale Date	Prev Sale Price	Prev Sale Date	Prev. Assess.	Prev. Apprais	
1304	39 GRAFTON TK (TAXABLE)	414/  58/  1001P/  / 	  0145/0577	$1,931,900	$2,362,900	354.40	3890	SKIWAY	SKIWAY	2	2016	$830,300	$1,532,600	$2,362,900	$0				$1,547,300	$1,937,600	17:22:26	795
1305	39 GRAFTON TK (NON-TAXABLE)	414/  58/  1002P/  / 	  0145/0577	$4,034,300	$4,034,300	82.60	920C	NON PROFIT  MDL-94	SKIWAY	3	2016	$3,697,300	$337,000	$4,034,300	$0				$3,850,000	$3,850,000	17:22:29	796
1309	40 GRAFTON TK (TAXABLE)	414/  61/  1001P/  / 	 	$5,200	$198,000	79.99	6235	HWUNR-5	SKIWAY	1	2016	$0	$198,000	$198,000	$0				$5,200	$180,000	17:22:31	797
1311	40 GRAFTON TK (NON-TAXABLE)	414/  61/  1002P/  / 	 	$679,100	$679,100	102.8	920C	NON PROFIT  MDL-94	SKIWAY	1	2016	$441,600	$237,500	$679,100	$0				$627,200	$627,200	17:22:35	798
1312	290 DORCHESTER RD	414/  66/  /  / 	  1956/0975	$778,800	$778,800	590	9000	US GOVT	RD	1	2016	$0	$778,800	$778,800	$318,000	03/17/1992			$708,000	$708,000	17:22:37	799
1313	274 DORCHESTER RD	414/  62/  /  / 	  4593/ 892	$375,600	$429,700	19.9	1010	SINGLE FAM MDL01	RD	1	2016	$241,900	$187,800	$429,700	$0	01/14/2021	$143,500	08/08/1997	$332,500	$381,500	17:22:41	800
1323	254 DORCHESTER RD	414/  64/  /  / 	  3620/0440	$566,000	$566,000	8.6	1010	SINGLE FAM MDL01	RD	1	2016	$402,700	$163,300	$566,000	$455,000	06/22/2009	$190,000	10/30/1990	$540,200	$540,200	17:22:42	801
1325	22 PONY HILL LN	415/  1/  /  / 	  1445/0801	$459,800	$459,800	5.5	1010	SINGLE FAM MDL01	RD	1	2016	$207,200	$252,600	$459,800	$7,800	05/26/1982			$369,300	$369,300	17:22:46	802
1326	55 HARDSCRABBLE LN	415/  2/  /  / 	  2358/0305	$962,600	$1,084,200	22.2	1010	SINGLE FAM MDL01	RD	1	2016	$702,900	$381,300	$1,084,200	$685,000	11/25/1998	$4,000	09/26/1995	$974,200	$1,084,600	17:22:48	803
1327	4 TROUT POND LN (TROUT POND	415/  3/  /  / 	  2108/0373	$435,200	$435,200	385.4	9035	TOWN-PROP	MFD	1	2016	$0	$435,200	$435,200	$0	06/30/1993	$4,000	07/13/1990	$396,800	$396,800	17:22:49	804
1332	46 HARDSCRABBLE LN	415/  8/  /  / 	  2960/0070	$2,700	$48,800	55.5	6232	HWUNR-2	MFD	1	2016	$0	$48,800	$48,800	$10,000	02/09/2004	$29,000	07/21/1995	$2,700	$44,400	17:22:54	805
1333	58 HARDSCRABBLE LN	415/  9/  /  / 	  2997/0946	$751,300	$857,600	23.8	1010	SINGLE FAM MDL01	RD	1	2016	$527,300	$330,300	$857,600	$660,000	05/13/2004	$194,000	06/01/1995	$635,300	$731,800	17:22:56	806
1336	44 HARDSCRABBLE LN	415/  12/  /  / 	  3807/0862	$7,000	$259,300	145	6133	WPUNR-3	MFD	1	2016	$0	$259,300	$259,300	$250,000	07/21/2011			$7,000	$235,600	17:22:59	807
1337	43 POUT POND LN	415/  13/  /  / 	  3123/0868	$800	$253,000	13.61	6234	HWUNR-4	RD	1	2016	$0	$253,000	$253,000	$175,000	04/04/2005	$40,000	03/09/1992	$800	$188,900	17:23:02	808
1375	41 DAVISON LN	416/  12/  /  / 	  2512/0632	$1,714,900	$2,739,000	700	1010	SINGLE FAM MDL01	RD	1	2016	$1,351,300	$1,387,700	$2,739,000	$969,000	01/17/2001	$2,667	01/04/2001	$1,736,800	$2,663,500	17:23:04	809
1235	115 FLINT HILL RD	414/  22/  /  / 	  2342/0137	$235,600	$235,600	0.97	1010	SINGLE FAM MDL01	RD	1	2016	$114,800	$120,800	$235,600	$0	09/10/1998			$162,800	$162,800	17:23:06	810
951	141 DORCHESTER RD	409/  7/  /  / 	  4108/  22	$268,200	$268,200	0.61	1010	SINGLE FAM MDL01	RD	1	2016	$161,600	$106,600	$268,200	$60,000	01/21/2015	$69,000	09/02/2014	$256,200	$256,200	17:23:10	811
920	75 ACORN HILL RD	408/  64/  1000/  / 	  2524/0287	$668,900	$735,200	16.80	1090	MULTI HSES	RD	2	2016	$399,600	$335,600	$735,200	$0	03/21/2001	$65,000	07/31/1985	$575,800	$635,900	17:23:12	812
711	187 ORFORD RD	407/  51/  /  / 	  2490/0910	$288,600	$288,600	2.00	1010	SINGLE FAM MDL01	RD	2	2016	$162,700	$125,900	$288,600	$127,000	10/02/2000			$253,700	$253,700	17:23:16	813
1118	52 PICO RD	410/  55/  /  / 	  1317/ 217	$335,100	$335,100	1.3	1010	SINGLE FAM MDL01	RD	1	2016	$204,900	$130,200	$335,100	$16,980	06/23/1977			$288,600	$288,600	17:23:18	814
1119	243 BAKER HILL RD	410/  56/  /  / 	  3950/0053	$3,700	$290,700	46	6233	HWUNR-3	RD	1	2016	$0	$290,700	$290,700	$82,500	01/24/2013	$212,533	10/05/2007	$3,700	$243,100	17:23:22	815
800	100 HIGHBRIDGE RD	407/  110/  /  / 	  4403/0217	$1,578,300	$1,627,000	13.49	1010	SINGLE FAM MDL01	RD	1	2016	$1,249,900	$377,100	$1,627,000	$1,600,000	11/26/2018			$1,437,200	$1,481,100	17:23:24	816
816	15 CUTTING HILL LN	407/  124/  /  / 	    PC/2003	$834,000	$915,200	21.36	1090	MULTI HSES	RD	2	2016	$611,800	$303,400	$915,200	$0	02/27/2003	$2,667	12/19/2000	$726,300	$799,800	17:23:27	817
832	10 PINNACLE RD	407/  136/  /  / 	  2441/0006	$100,800	$100,800	0.71	1300	RES ACLNDV	RD	1	2016	$0	$100,800	$100,800	$30,600	12/30/1999			$69,000	$69,000	17:23:30	818
767	10 WHIPPLE HILL RD	407/  86/  1000/  / 	  2524/0286	$37,800	$492,400	134.7	1060	AC LND IMP		1	2016	$8,700	$483,700	$492,400	$0	03/21/2001	$500,000	11/18/1986	$34,000	$445,200	17:23:32	819
833	100 ORFORD RD	407/  137/  /  / 	  2525/0653	$565,800	$565,800	2.67	1090	MULTI HSES	RD	2	2016	$385,800	$180,000	$565,800	$0	03/22/2001			$410,000	$410,000	17:23:37	820
737	8 TAVERN LN	407/  60/  4000/  / 	  4570/ 715	$1,129,400	$1,244,000	21.07	1010	SINGLE FAM MDL01	RD	1	2016	$854,300	$389,700	$1,244,000	$1,500,000	11/02/2020	$95,000	05/04/1999	$917,900	$986,800	17:23:39	821
739	47 CULVER HILL LN	407/  60/  6000/  / 	  2692/0805	$866,800	$866,800	5.08	1090	MULTI HSES	RD	2	2016	$532,800	$334,000	$866,800	$587,000	07/24/2002	$100,000	05/13/1999	$674,400	$674,400	17:23:41	822
752	89 WHIPPLE HILL RD	407/  72/  /  / 	  4459/0802	$520,600	$592,300	19.33	1010	SINGLE FAM MDL01		1	2016	$335,600	$256,700	$592,300	$0	08/23/2019	$190,000	09/28/2000	$479,000	$551,400	17:23:45	823
756	115 WHIPPLE HILL RD	407/  76/  3000/  / 	  2471/0673	$631,700	$886,100	80.13	1010	SINGLE FAM MDL01	RD	1	2016	$337,900	$548,200	$886,100	$0	06/30/2000			$601,300	$832,300	17:23:49	824
764	150 WHIPPLE HILL RD	407/  83/  /  / 	002907/0957	$194,500	$194,500	1	1010	SINGLE FAM MDL01		1	2016	$53,400	$141,100	$194,500	$0	10/02/2003			$140,000	$140,000	17:23:53	825
736	7 TAVERN LN	407/  60/  3000/  / 	  4614/ 724	$1,339,400	$1,339,400	8.91	1010	SINGLE FAM MDL01	URD	2	2016	$1,054,700	$284,700	$1,339,400	$1,435,000	03/25/2021	$1,250,000	07/14/2006	$1,267,200	$1,267,200	17:23:55	826
101282	6 ISAAC PERKINS RD	409/  77/  /  / 	  PRO-/1983	$584,800	$842,400	49.6	1010	SINGLE FAM MDL01	RD	1	2016	$384,200	$458,200	$842,400	$0	04/16/1983			$423,000	$655,900	17:23:59	827
101325	310 DARTMOUTH COLLEGE HY	403/  1/  /  / 	  3276/0030	$832,200	$1,083,100	54.32	1010	SINGLE FAM MDL01	RD	1	2016	$628,800	$454,300	$1,083,100	$100,733	05/02/2006	$475,000	05/29/2001	$836,500	$1,081,100	17:24:03	828
101342	767 RIVER RD	405/  38/  2000/  / 	  3776/0216	$1,721,800	$1,823,100	5	1013	SFR WATER  MDL-01	RD	1	2016	$811,300	$1,011,800	$1,823,100	$2,000,000	02/18/2011			$1,339,200	$1,421,600	17:24:04	829
101362	119 WHIPPLE HILL RD	407/  76/  1000/  / 	  4442/0404	$662,700	$735,200	15.03	1010	SINGLE FAM MDL01	RD	1	2016	$492,900	$242,300	$735,200	$167,000	07/12/2019	$275,000	01/04/2007	$227,900	$293,700	17:24:08	830
1186	64 TYLER HILL RD	413/  11/  /  / 	  3848/0046	$1,200	$59,000	23	6233	HWUNR-3	MFD	1	2016	$0	$59,000	$59,000	$0	12/30/2011	$1,330,000	09/15/2006	$1,200	$52,600	17:24:10	831
1188	172 GRAFTON TK	413/  14/  /  / 	  4159/ 809	$661,000	$842,600	105	1010	SINGLE FAM MDL01	ELD	1	2016	$493,900	$348,700	$842,600	$0	09/18/2015	$4,000	06/06/1978	$594,500	$759,200	17:24:13	832
1189	130 GRAFTON TK	413/  15/  /  / 	  4408/0421	$6,800	$290,400	95	6134	WPUNR-4	ELD	1	2016	$0	$290,400	$290,400	$325,000	12/21/2018			$6,800	$242,900	17:24:14	833
1190	100 GRAFTON TK	413/  16/  /  / 	  3780/0740	$114,300	$114,300	3.1	1060	AC LND IMP	ELD	1	2016	$1,200	$113,100	$114,300	$94,000	03/15/2011	$30,000	03/12/1996	$88,200	$88,200	17:24:16	834
1191	96 GRAFTON TK	413/  17/  /  / 	  3780/0738	$110,100	$110,100	2.95	1300	RES ACLNDV	ELD	1	2016	$0	$110,100	$110,100	$94,000	03/15/2011			$84,500	$84,500	17:24:20	835
1193	25 CANAAN LEDGE LN (L/O)	413/  20/  /  / 	  1302/0550	$77,500	$77,500	16	9035	TOWN-PROP	ELD	1	2016	$0	$77,500	$77,500	$0				$68,300	$68,300	17:24:22	836
1194	Problem loading parcel PID 1194, Map 413 Lot 21
1195	22 CANAAN LEDGE LN	413/  22/  /  / 	  3744/0515	$474,600	$474,600	7.02	1010	SINGLE FAM MDL01		1	2016	$314,400	$160,200	$474,600	$360,000	11/01/2010	$265,000	06/08/1989	$414,700	$414,700	17:24:26	838
1197	14 CANAAN LEDGE LN	413/  24/  /  / 	  4516/ 908	$67,900	$67,900	2	1060	AC LND IMP		1	2016	$4,300	$63,600	$67,900	$525,000	04/04/2020	$555,000	06/28/2017	$52,800	$52,800	17:24:28	839
1198	16 CANAAN LEDGE LN	413/  25/  /  / 	 	$0	$0	0.00	102V	CONDO NL  MDL-00	ELD	1	2016	$0	$0	$0	$0				$0	$0	17:24:30	840
1201	4 CANAAN LEDGE LN	413/  28/  /  / 	  3692/0952	$396,900	$396,900	2	1010	SINGLE FAM MDL01	ELD	1	2016	$258,800	$138,100	$396,900	$350,000	04/14/2010	$72,533	10/09/2002	$377,100	$377,100	17:24:32	841
1202	2 CANAAN LEDGE LN	413/  29/  /  / 	  3275/0588	$432,200	$432,200	2	1010	SINGLE FAM MDL01	ELD	1	2016	$294,100	$138,100	$432,200	$315,000	04/28/2006	$88,000	08/31/2001	$413,800	$413,800	17:24:36	842
1203	72 GRAFTON TK	413/  30/  /  / 	  4112/0911	$327,200	$327,200	2	1010	SINGLE FAM MDL01	ELD	1	2016	$189,100	$138,100	$327,200	$2,667	03/02/2015			$268,800	$268,800	17:24:40	843
1204	70 GRAFTON TK	413/  31/  /  / 	  4186/ 285	$333,100	$333,100	2	1010	SINGLE FAM MDL01	ELD	1	2016	$187,600	$145,500	$333,100	$0	01/05/2016	$133,333	08/02/1993	$328,600	$328,600	17:24:43	844
1206	GRAFTON TK	413/  33/  /  / 	  2365/0637	$625,400	$625,400	556	9000	US GOVT	SD	1	2016	$0	$625,400	$625,400	$205,720	12/21/1998			$565,200	$565,200	17:24:45	845
1207	5 FLINT HILL RD	414/  1/  /  / 	  4358/0113	$16,100	$16,100	1.1	1320	RES ACLNUD	RD	1	2016	$0	$16,100	$16,100	$0	05/04/2018	$50,000	01/16/1997	$12,600	$12,600	17:24:48	846
1338	61 POUT POND LN	415/  14/  /  / 	  3896/0042	$667,900	$694,000	5.28	1010	SINGLE FAM MDL01	RD	1	2016	$489,600	$204,400	$694,000	$675,000	07/03/2012	$336,634	02/14/1994	$673,600	$692,500	17:24:50	847
1342	69 POUT POND LN	415/  17/  /  / 	  4488/ 652	$686,800	$686,800	5.28	1010	SINGLE FAM MDL01	RD	1	2016	$456,000	$230,800	$686,800	$675,000	12/17/2019	$645,000	08/30/2016	$602,200	$602,200	17:24:53	848
1343	73 POUT POND LN	415/  18/  /  / 	  1972/0070	$299,200	$299,200	5.47	1010	SINGLE FAM MDL01	RD	1	2016	$100,700	$198,500	$299,200	$0	06/13/1991	$70,000	01/09/1988	$272,400	$272,400	17:24:57	849
1352	82 POUT POND LN	415/  20/  1000/  / 	  2179/ 517	$515,700	$737,500	67.57	1010	SINGLE FAM MDL01	MFD	1	2016	$280,600	$456,900	$737,500	$115,000	01/29/1996	$300,000	03/26/1986	$492,900	$699,100	17:25:00	850
1353	79 POUT POND LN	415/  20/  2000/  / 	  2011/0416	$897,300	$978,300	11.08	1010	SINGLE FAM MDL01	RD	1	2016	$642,000	$336,300	$978,300	$115,048	02/03/1993	$300,000	03/26/1986	$920,900	$969,400	17:25:02	851
1354	84 POUT POND LN	415/  20/  3000/  / 	  4999/ 808	$692,600	$771,300	9.13	1090	MULTI HSES	RD	2	2016	$347,500	$423,800	$771,300	$0	02/10/2020	$225,048	05/20/1993	$634,900	$706,200	17:25:04	852
1355	101 SMITH MOUNTAIN RD	415/  21/  /  / 	  3867/0316	$7,500	$251,200	139	6103	WPM-3	MFD	1	2016	$0	$251,200	$251,200	$141,333	03/22/2012			$7,500	$227,300	17:25:08	853
1356	141 SMITH MOUNTAIN RD	415/  22/  /  / 	  2380/0428	$59,500	$2,464,300	1871.8	6214	HWMR-4	MFD	1	2016	$0	$2,464,300	$2,464,300	$1,125,000	03/19/1999	$4,000	06/02/1997	$59,500	$2,254,200	17:25:12	854
1358	121 TROUT POND LN	415/  24/  /  / 	  3081/0934	$1,800	$30,700	31	6234	HWUNR-4	MFD	1	2016	$0	$30,700	$30,700	$9,800	11/30/2004	$1,000	01/04/1957	$1,800	$27,900	17:25:13	855
1360	200 SMITH MOUNTAIN RD	415/  26/  /  / 	  3792/0264	$12,400	$228,600	117.4	6133	WPUNR-3	MFD	1	2016	$0	$228,600	$228,600	$117,000	05/10/2011	$5,000	04/10/1987	$12,400	$206,800	17:25:16	856
1361	174 SMITH MOUNTAIN RD	415/  27/  /  / 	   939/ 581	$3,000	$142,400	63.7	6232	HWUNR-2	MFD	1	2016	$0	$142,400	$142,400	$0	12/02/1960			$3,000	$128,500	17:25:19	857
1362	164 SMITH MOUNTAIN RD	415/  28/  /  / 	  4159/ 807	$14,700	$96,100	130	1320	RES ACLNUD	MFD	1	2016	$0	$96,100	$96,100	$0	09/18/2015			$13,300	$86,900	17:25:23	858
1364	66 ORFORDVILLE RD	416/  1/  /  / 	  4182/  49	$1,500	$221,800	18	6225	HWUN-5	RD	1	2016	$0	$221,800	$221,800	$440,000	12/23/2015	$200,000	10/02/1997	$1,500	$168,500	17:25:25	859
1365	58 ORFORDVILLE RD	416/  2/  /  / 	  4030/0969	$200	$29,900	2.9	6235	HWUNR-5	RD	1	2016	$0	$29,900	$29,900	$0	12/13/2013	$30,000	05/11/2010	$200	$22,400	17:25:26	860
1366	40 ORFORDVILLE RD	416/  3/  /  / 	  3477/0857	$1,600	$208,500	41	6215	HWMR-5	RD	1	2016	$0	$208,500	$208,500	$150,000	12/17/2007	$145,048	07/18/1991	$1,600	$184,800	17:25:30	861
1367	179 PINNACLE RD	416/  4/  /  / 	  1924/0324	$222,700	$222,700	9.5	1030	MOBILE HOM  MDL-02	RD	1	2016	$15,000	$207,700	$222,700	$0	08/16/1991			$166,200	$166,200	17:25:33	862
1373	226 PINNACLE RD	416/  10/  /  / 	  1529/0441	$1,404,700	$1,599,700	44.50	1090	MULTI HSES	RD	2	2016	$970,800	$628,900	$1,599,700	$190,000	12/19/1984			$1,349,700	$1,526,800	17:25:36	863
1171	177 GRAFTON TK	413/  7/  /  / 	  2508/0665	$1,200	$83,700	14.3	6225	HWUN-5	ELD	1	2016	$0	$83,700	$83,700	$25,000	12/19/2000	$18,500	02/27/1987	$1,200	$65,400	17:25:38	864
1374	15 DAVISON LN	416/  11/  /  / 	  4124/0466	$496,700	$496,700	9.35	1010	SINGLE FAM MDL01	RD	1	2016	$271,300	$225,400	$496,700	$0	04/24/2015	$65,000	06/06/1975	$389,500	$389,500	17:25:42	865
1379	30 DAVISON LN	416/  14/  /  / 	  1783/0870	$4,300	$144,500	65.7	6235	HWUNR-5		1	2016	$0	$144,500	$144,500	$7,722	12/30/1988			$4,300	$131,400	17:25:43	866
1382	16 DAVISON LN	416/  16/  /  / 	  4383/0408	$958,600	$958,600	3.6	1010	SINGLE FAM MDL01		1	2016	$613,200	$345,400	$958,600	$880,000	08/22/2018	$330,000	10/18/1989	$885,900	$885,900	17:25:45	867
1187	194 GRAFTON TK	413/  13/  /  / 	  2490/0597	$500	$72,300	6.3	6225	HWUN-5	ELD	1	2016	$0	$72,300	$72,300	$27,533	09/29/2000	$1	06/05/1981	$500	$55,000	17:25:48	868
1384	196 PINNACLE RD	416/  18/  /  / 	  3478/0839	$860,400	$1,188,900	58.9	1010	SINGLE FAM MDL01	RD	1	2016	$633,900	$555,000	$1,188,900	$0	12/21/2007			$855,100	$1,068,800	17:25:50	869
1385	192 PINNACLE RD	416/  19/  /  / 	 04357/0060	$720,000	$830,400	10.51	1010	SINGLE FAM MDL01	RD	1	2016	$547,700	$282,700	$830,400	$837,500	04/30/2018	$4,000	12/09/1994	$692,700	$781,700	17:25:53	870
1386	25 PONY HILL LN	416/  20/  /  / 	002951/0697	$1,202,600	$1,526,500	48	1010	SINGLE FAM MDL01	RD	1	2016	$800,900	$725,600	$1,526,500	$800,000	01/23/2004			$1,235,100	$1,527,800	17:25:57	871
1388	3 TROUT POND LN	416/  22/  /  / 	PRO-2012	$8,200	$264,000	135	6222	HWUN-2	MFD	1	2016	$0	$264,000	$264,000	$0	06/08/2012	$3,000	03/01/1966	$8,200	$234,700	17:26:01	872
1389	36 PONY HILL LN	416/  23/  /  / 	  1295/0448	$336,800	$365,700	15	1010	SINGLE FAM MDL01	RD	1	2016	$159,400	$206,300	$365,700	$0				$253,400	$291,000	17:26:03	873
1394	100 DAVISON LN	416/  24/  /  / 	  2299/0262	$11,800	$166,300	378	6213	HWMR-3		1	2016	$0	$166,300	$166,300	$0	02/24/1998	$20,000	02/02/1996	$11,800	$151,200	17:26:05	874
1399	281 SMITH MOUNTAIN RD	416/  25/  /  / 	  3081/0934	$3,600	$61,600	70	6233	HWUNR-3	MFD	1	2016	$0	$61,600	$61,600	$9,800	11/30/2004			$3,600	$56,000	17:26:06	875
1400	180 CELLARS LN	416/  26/  /  / 	  3081/0934	$6,300	$93,700	131	6232	HWUNR-2	MFD	1	2016	$0	$93,700	$93,700	$9,800	11/30/2004			$6,300	$85,200	17:26:09	876
1401	190 CELLARS LN	416/  27/  /  / 	  3759/0935	$3,300	$49,300	56	6323	OTUN-3	MFD	1	2016	$0	$49,300	$49,300	$2,086,533	12/17/2010			$3,300	$44,800	17:26:12	877
1402	115 ORFORDVILLE RD	417/  1/  /  / 	  2621/0721	$4,000	$305,600	30.1	6325	OTUN-5	RD	1	2016	$0	$305,600	$305,600	$150,000	01/07/2002	$65,048	03/25/1992	$4,000	$220,100	17:26:17	878
1403	137 ORFORDVILLE RD	417/  2/  /  / 	  3231/0774	$100	$8,500	3.1	6810	WETLANDS-REC	RD	1	2016	$0	$8,500	$8,500	$0	12/12/2005	$144,000	11/19/1994	$100	$7,800	17:26:18	879
1410	120 ORFORDVILLE RD	417/  6/  1000/  / 	  1920/0238	$274,600	$358,200	11.15	1010	SINGLE FAM MDL01	RD	1	2016	$165,400	$192,800	$358,200	$55,048	07/18/1991			$268,600	$337,900	17:26:22	880
1412	124 CELLARS LN	417/  7/  /  / 	  4157/  66	$202,900	$311,900	25.00	1010	SINGLE FAM MDL01	MFD	1	2016	$105,000	$206,900	$311,900	$0	09/09/2015	$4,000	02/25/1974	$172,100	$270,800	17:26:24	881
1413	395 SMITH MOUNTIAN RD	418/  1/  /  / 	  2008/0656	$2,100	$86,600	35	6221	HWUN-1	MFD	1	2016	$0	$86,600	$86,600	$4,000	12/28/1992			$2,100	$78,800	17:26:27	882
1417	370 SMITH MOUNTAIN RD	418/  3/  /  / 	  1411/0301	$16,700	$345,400	314	6234	HWUNR-4	MFD	1	2016	$0	$345,400	$345,400	$60,000	12/02/1980			$16,700	$374,000	17:26:31	883
102642	Problem loading parcel PID 102642, Map 201 Lot 35.1
102643	Problem loading parcel PID 102643, Map 401 Lot 55.1010
101204	 WHIPPLE HILL RD	407/  86/  6000/  / 	  2524/0286	$2,800	$206,800	7.61	6506	FARM-6	RD	1	2016	$0	$206,800	$206,800	$0	03/21/2001	$500,000	11/18/1986	$2,800	$161,000	17:26:39	886
101205	 WHIPPLE HILL RD	407/  86/  7000/  / 	  2524/0286	$2,500	$213,100	7.5	6126	WPUN-6	RD	1	2016	$0	$213,100	$213,100	$0	03/21/2001	$500,000	11/18/1986	$2,500	$159,500	17:26:42	887
101262	46 POUT POND LN	414/  65/  /  / 	  4541/ 909	$591,300	$649,200	12.14	1010	SINGLE FAM MDL01	RD	1	2016	$405,400	$243,800	$649,200	$702,000	08/03/2020	$13,500	07/20/2000	$544,400	$597,000	17:26:44	888
101203	 WHIPPLE HILL RD	407/  86/  5000/  / 	  2524/0286	$6,400	$244,300	15.1	6506	FARM-6	RD	1	2016	$0	$244,300	$244,300	$0	03/21/2001	$500,000	11/18/1986	$6,400	$195,100	17:26:46	889
100822	605 RIVER RD	405/  26/  /  / 	  3561/0702	$437,800	$781,500	22.00	1013	SFR WATER  MDL-01	RD	1	2016	$147,600	$633,900	$781,500	$817,533	10/31/2008			$399,400	$691,400	17:26:49	890
102854	158 GOOSE POND RD	401/  31/  2000/  / 	  4274/0187	$158,700	$158,700	1.04	1010	SINGLE FAM MDL01	RD	1	2016	$67,300	$91,400	$158,700	$0	03/23/2017			$115,500	$115,500	17:26:51	891
100863	161 GOOSE POND RD	401/  23/  1200/  / 	  2966/0694	$267,300	$267,300	3.44	1010	SINGLE FAM MDL01		1	2016	$162,900	$104,400	$267,300	$0	02/29/2004	$25,000	06/18/1999	$236,400	$236,400	17:26:53	892
101082	10 WHIPPLE HILL RD-GRAVELPIT	407/  86/  1100/  / 	  2524/0286	$179,500	$179,500	4.27	4430	GRAVEL PIT	RD	1	2016	$0	$179,500	$179,500	$0	03/21/2001			$135,200	$135,200	17:26:56	893
101143	53 SMITH MOUNTAIN RD	414/  15/  /  / 	  2491/0503	$796,000	$884,500	24.5	1010	SINGLE FAM MDL01		1	2016	$588,800	$295,700	$884,500	$0	09/06/2000			$646,000	$726,200	17:26:59	894
100582	85 DARTMOUTH COLLEGE HY #9030	401/  55/  903/  / 	  4284/0022	$385,200	$385,200	0.00	1021	CONDO NL  MDL-05	BD	1	2016	$385,200	$0	$385,200	$0	05/15/2017	$310,000	05/20/2009	$346,100	$346,100	17:27:02	895
100622	81 BRECK HILL RD	405/  3/  /  / 	  2468/0135	$1,500	$54,500	8.26	6126	WPUN-6	RD	1	2016	$0	$54,500	$54,500	$280,000	05/09/2000	$6,000	08/13/1988	$1,500	$49,600	17:27:04	896
100142	85 DARTMOUTH COLLEGE HY #1010	401/  55/  101/  / 	  4263/0860	$197,500	$197,500	0.00	1021	CONDO NL  MDL-05	BD	1	2016	$197,500	$0	$197,500	$0	01/25/2017	$179,933	02/27/2003	$185,200	$185,200	17:27:06	897
100162	85 DARTMOUTH COLLEGE HY #1020	401/  55/  102/  / 	  3704/0320	$197,500	$197,500	0	1021	CONDO NL  MDL-05	BD	1	2016	$197,500	$0	$197,500	$192,000	05/13/2010	$215,000	05/19/2005	$185,200	$185,200	17:27:09	898
100163	85 DARTMOUTH COLLEGE HY #1030	401/  55/  103/  / 	  4220/0349	$247,300	$247,300	0	1021	CONDO NL  MDL-05	BD	1	2016	$247,300	$0	$247,300	$235,000	07/18/2016	$230,000	10/15/2003	$229,300	$229,300	17:27:11	899
100164	85 DARTMOUTH COLLEGE HY #1050	401/  55/  105/  / 	  4210/0461	$224,700	$224,700	0	1021	CONDO NL  MDL-05	BD	1	2016	$224,700	$0	$224,700	$225,000	05/31/2016	$245,000	06/12/2007	$213,500	$213,500	17:27:13	900
100243	82 NORTH THETFORD RD	407/  53/  4000/  / 	PRO315-2010	$637,100	$708,100	11.18	1010	SINGLE FAM MDL01	RD	1	2016	$478,200	$229,900	$708,100	$0	02/01/2012	$650,000	07/12/2005	$519,300	$582,600	17:27:16	901
100282	205 ORFORD RD	407/  53/  3000/  / 	  4211/0344	$736,000	$736,000	8.7	1010	SINGLE FAM MDL01	RD	1	2016	$545,900	$190,100	$736,000	$591,500	06/07/2016	$60,000	09/23/1999	$609,000	$609,000	17:27:19	902
100462	85 DARTMOUTH COLLEGE HY #2030	401/  55/  203/  / 	  4299/0751	$204,700	$204,700	0	1021	CONDO NL  MDL-05		1	2016	$204,700	$0	$204,700	$195,000	07/24/2017	$189,000	05/13/2010	$188,700	$188,700	17:27:22	903
100000	106 PRESTON RD	402/  18/  1000/  / 	  3944/0114	$933,100	$1,006,700	15.33	1010	SINGLE FAM MDL01	RD	1	2016	$765,900	$240,800	$1,006,700	$0	12/28/2012	$160,000	01/20/2004	$855,900	$919,500	17:27:26	904
636	131 MUD TURTLE POND RD	406/  33/  /  / 	  2060/0453	$4,200	$4,200	1.1	1320	RES ACLNUD	RD	1	2016	$0	$4,200	$4,200	$1,111	11/12/1993	$154	05/10/1993	$3,300	$3,300	17:27:28	905
100322	117 BRECK HILL RD	405/  7/  /  / 	2160-0298	$4,300	$77,200	14.78	6514	FARMR-4	RD	1	2016	$0	$77,200	$77,200	$565,000	09/20/1995	$4,000	07/24/1989	$4,300	$70,300	17:27:30	906
1019	41 ISAAC PERKINS RD	409/  64/  /  / 	  1830/  26	$428,300	$428,300	3.2	1010	SINGLE FAM MDL01	RD	1	2016	$265,300	$163,000	$428,300	$37,263	10/26/1989			$379,200	$379,200	17:27:33	907
1101	59 PICO RD	410/  38/  /  / 	  4449/0260	$303,900	$303,900	2.07	1010	SINGLE FAM MDL01	RD	1	2016	$176,500	$127,400	$303,900	$320,000	07/10/2019	$262,733	07/28/2006	$243,700	$243,700	17:27:36	908
1124	183 GOOSE POND RD	410/  61/  /  / 	  1393/ 175	$134,500	$134,500	1.9	1030	MOBILE HOM  MDL-02	RD	1	2016	$39,500	$95,000	$134,500	$0				$189,200	$189,200	17:27:39	909
101243	32 POUT POND LN	409/  23/  1000/  / 	002703/0615	$842,500	$842,500	7.67	1010	SINGLE FAM MDL01	RD	1	2016	$621,200	$221,300	$842,500	$99,000	08/22/2002			$674,900	$674,900	17:27:42	910
