PID	Street Address	MBLU	Lot Size (acres)	Land Use Code	Description	Zoning District	# Buildings	Appr. Year	Improvements	Land	Total	Assessment	Appraisal	Recent Sale Price	Recent Sale Date	Prev Sale Price	Prev Sale Date	
510	7 GREGORY RD	404/  35/  /  / 	13.2	1010	SINGLE FAM MDL01	RD	1	2016	"$406,200 "	"$343,100 "	"$749,300 "	"$659,900 "	"$749,300 "	"$700,000 "	4/9/15	"$950,000 "	4/14/06	
512	40 BRECK HILL RD	404/  37/  /  / 	35.34	6506	FARM-6	RD	1	2016	$0 	"$265,100 "	"$265,100 "	"$10,200 "	"$265,100 "	"$140,000 "	9/13/11			
513	34 BRECK HILL RD	404/  38/  /  / 	5.4	1010	SINGLE FAM MDL01		1	2016	"$275,900 "	"$214,600 "	"$490,500 "	"$490,500 "	"$490,500 "	$0 	3/31/09	"$4,286 "	3/10/89	
514	30 BRECK HILL RD	404/  39/  /  / 	14.46	1010	SINGLE FAM MDL01	RD	1	2016	"$365,300 "	"$357,000 "	"$722,300 "	"$643,600 "	"$722,300 "	"$685,000 "	12/4/07	"$2,667 "	9/5/00	
515	24 BRECK HILL RD	404/  40/  /  / 	2.7	1010	SINGLE FAM MDL01	RD	1	2016	"$173,600 "	"$187,700 "	"$361,300 "	"$361,300 "	"$361,300 "	"$125,524 "	9/12/91	"$67,000 "	7/10/86	
517	2 BRECK HILL RD	404/  42/  /  / 	16.4	1040	TWO FAMILY	RD	1	2016	"$331,700 "	"$281,800 "	"$613,500 "	"$513,000 "	"$613,500 "	$0 	7/24/12			
519	108 NORTH THETFORD RD	404/  44/  /  / 	2.2	1010	SINGLE FAM MDL01	RD	1	2016	"$142,100 "	"$156,900 "	"$299,000 "	"$299,000 "	"$299,000 "	$0 	3/22/07			
102765	"Problem loading parcel PID 102765, Map 401 Lot 29.1"																	
520	100 NORTH THETFORD RD	404/  45/  /  / 	3.8	1010	SINGLE FAM MDL01	RD	1	2016	"$482,800 "	"$204,900 "	"$687,700 "	"$687,700 "	"$687,700 "	$0 	1/18/18			
522	88 NORTH THETFORD RD	404/  47/  /  / 	2	1010	SINGLE FAM MDL01	RD	1	2016	"$133,200 "	"$162,100 "	"$295,300 "	"$295,300 "	"$295,300 "	"$65,000 "	1/5/87			
526	74 NORTH THETFORD RD	404/  48/  1000/  / 	6.23	1090	MULTI HSES	RD	1	2016	"$133,300 "	"$217,300 "	"$350,600 "	"$350,600 "	"$350,600 "	$0 				
527	68 NORTH THETFORD RD	404/  48/  2000/  / 	5.78	1010	SINGLE FAM MDL01		1	2016	"$312,700 "	"$207,400 "	"$520,100 "	"$520,100 "	"$520,100 "	$0 	8/6/97			
530	59 BRECK HILL RD	405/  2/  /  / 	6.91	1010	SINGLE FAM MDL01	RD	1	2016	"$458,500 "	"$301,900 "	"$760,400 "	"$746,100 "	"$760,400 "	"$280,000 "	5/9/00			
102732	172 GOOSE POND RD	410/  76/  /  / 	0.46	1030	MOBILE HOM  MDL-02	RD	1	2016	"$36,300 "	"$69,300 "	"$105,600 "	"$105,600 "	"$105,600 "	"$80,000 "	9/1/06			
529	43 BRECK HILL RD	405/  1/  /  / 	2.92	1010	SINGLE FAM MDL01	RD	1	2016	"$159,300 "	"$181,700 "	"$341,000 "	"$341,000 "	"$341,000 "	$0 	6/11/20	"$260,000 "	2/8/19	
639	10 TAVERN LN	406/  36/  /  / 	75	1010	SINGLE FAM MDL01	RD	3	2016	"$1,610,400 "	"$809,400 "	"$2,419,800 "	"$1,951,500 "	"$2,419,800 "	"$1,825,000 "	7/2/12	"$140,000 "	4/30/99	
625	280 ORFORD RD	406/  22/  1000/  / 	7.24	1010	SINGLE FAM MDL01	RD	1	2016	"$543,400 "	"$220,500 "	"$763,900 "	"$763,900 "	"$763,900 "	"$798,000 "	7/1/19	"$585,000 "	7/8/03	
532	89 BRECK HILL RD	405/  4/  /  / 	5.07	1010	SINGLE FAM MDL01	RD	1	2016	"$58,700 "	"$182,400 "	"$241,100 "	"$241,100 "	"$241,100 "	"$4,000 "	6/4/89			
533	99 BRECK HILL RD	405/  5/  /  / 	14.53	1010	SINGLE FAM MDL01	RD	1	2016	"$561,200 "	"$270,000 "	"$831,200 "	"$757,100 "	"$831,200 "	$0 	1/8/18	"$700,000 "	6/5/12	
643	105 ORFORD RD (LAND ONLY)	407/  4/  /  / 	2.2	9035	TOWN-PROP	RD	1	2016	$0 	"$40,400 "	"$40,400 "	"$40,400 "	"$40,400 "	$0 	12/20/00	"$20,000 "	7/17/92	
648	41 POST POND LN	407/  9/  /  / 	2.2	1013	SFR WATER  MDL-01	RD	1	2016	"$838,300 "	"$492,700 "	"$1,331,000 "	"$1,331,000 "	"$1,331,000 "	"$1,406,200 "	1/9/09	"$579,000 "	9/1/98	
538	133 BRECK HILL RD	405/  9/  /  / 	18.29	1010	SINGLE FAM MDL01		1	2016	"$377,000 "	"$259,400 "	"$636,400 "	"$552,600 "	"$636,400 "	"$475,000 "	5/10/18			
540	722 RIVER RD	405/  11/  /  / 	23.2	1010	SINGLE FAM MDL01	RD	1	2016	"$296,800 "	"$300,900 "	"$597,700 "	"$481,300 "	"$597,700 "	$0 	6/12/98			
542	668 RIVER RD	405/  13/  /  / 	1.8	1010	SINGLE FAM MDL01	RD	1	2016	"$177,800 "	"$147,700 "	"$325,500 "	"$325,500 "	"$325,500 "	"$276,000 "	3/19/18			
543	664 RIVER RD	405/  14/  /  / 	13.64	1320	RES ACLNUD	RD	1	2016	$0 	"$54,100 "	"$54,100 "	"$1,500 "	"$54,100 "	"$17,000 "	3/18/20			
544	658 RIVER RD	405/  15/  /  / 	1.2	1030	MOBILE HOM  MDL-02	RD	1	2016	"$62,700 "	"$171,200 "	"$233,900 "	"$233,900 "	"$233,900 "	$0 	1/2/16			
545	652+654 RIVER RD	405/  16/  /  / 	0.98	1010	SINGLE FAM MDL01	RD	1	2016	"$102,700 "	"$168,200 "	"$270,900 "	"$270,900 "	"$270,900 "	"$95,000 "	8/21/20			
546	644 RIVER RD	405/  17/  /  / 	14.7	1010	SINGLE FAM MDL01	RD	1	2016	"$115,400 "	"$217,500 "	"$332,900 "	"$282,700 "	"$332,900 "	"$329,900 "	11/16/20	"$225,000 "	4/19/19	
547	642 RIVER RD	405/  18/  /  / 	5.59	1010	SINGLE FAM MDL01	RD	1	2016	"$175,800 "	"$185,500 "	"$361,300 "	"$361,300 "	"$361,300 "	$0 	8/1/18	"$200,000 "	8/25/97	
102814	111 ORFORD RD (REC AREA)	407/  5/  1000/  / 	11.8	9030	MUNICPAL  MDL-00	RD	1	2016	"$49,000 "	"$342,900 "	"$391,900 "	"$391,900 "	"$391,900 "	$0 	5/9/62			
552	614 RIVER RD	405/  21/  /  / 	41	1060	AC LND IMP	RD	1	2016	"$3,600 "	"$276,400 "	"$280,000 "	"$137,100 "	"$280,000 "	$0 				
102815	115 ORFORD RD (CHAFFEE)	407/  5/  2000/  / 	21.02	9035	TOWN-PROP	RD	1	2016	$0 	"$126,900 "	"$126,900 "	"$126,900 "	"$126,900 "	$0 	10/7/77			
557	610 RIVER RD	405/  22/  1000/  / 	8.9	1010	SINGLE FAM MDL01		1	2016	"$114,900 "	"$203,800 "	"$318,700 "	"$318,700 "	"$318,700 "	"$160,000 "	9/25/20	"$115,066 "	10/6/15	
558	608 RIVER RD	405/  22/  2000/  / 	2.4	1030	MOBILE HOM  MDL-02	RD	1	2016	"$78,500 "	"$178,200 "	"$256,700 "	"$256,700 "	"$256,700 "	$0 	12/14/94			
559	10 GREGORY RD	405/  23/  /  / 	11.5	1010	SINGLE FAM MDL01	RD	1	2016	"$297,800 "	"$270,400 "	"$568,200 "	"$445,300 "	"$568,200 "	"$53,635 "	4/16/87			
560	591 RIVER RD	405/  24/  /  / 	1.6	1010	SINGLE FAM MDL01	RD	1	2016	"$123,400 "	"$162,900 "	"$286,300 "	"$286,300 "	"$286,300 "	$0 	3/23/07	"$4,000 "	9/23/93	
561	597 RIVER RD (PORTER CEMETERY	405/  25/  /  / 	0.36	9035	TOWN-PROP		1	2016	$0 	"$12,200 "	"$12,200 "	"$12,200 "	"$12,200 "	$0 				
102834	67  ACORN HILL RD	408/  63/  /  / 	32.13	1010	SINGLE FAM MDL01	RD	1	2016	"$860,200 "	"$522,500 "	"$1,382,700 "	"$1,206,400 "	"$1,382,700 "	"$410,000 "	11/22/16			
563	609 RIVER RD	405/  27/  /  / 	7.6	1013	SFR WATER  MDL-01	RD	1	2016	"$344,200 "	"$248,000 "	"$592,200 "	"$592,200 "	"$592,200 "	"$500,000 "	9/17/07	"$235,000 "	9/11/95	
564	625 RIVER RD	405/  28/  /  / 	54.6	1013	SFR WATER  MDL-01	RD	1	2016	"$497,800 "	"$657,500 "	"$1,155,300 "	"$859,800 "	"$1,155,300 "	"$650,000 "	7/14/05			
565	639 RIVER RD	405/  29/  /  / 	21	1010	SINGLE FAM MDL01	RD	1	2016	"$247,800 "	"$332,200 "	"$580,000 "	"$511,500 "	"$580,000 "	$0 	8/29/03	"$415,000 "	5/1/03	
102874	177  GRAFTON TPK	413/  8/  /  / 	71	6324	OTUN-4	ELD	1	2016	$0 	"$207,500 "	"$207,500 "	"$3,800 "	"$207,500 "	$0 	1/1/81			
102766	616 RIVER RD	405/  20/  /  / 	1.8	1010	SINGLE FAM MDL01	RD	1	2016	"$171,800 "	"$174,300 "	"$346,100 "	"$346,100 "	"$346,100 "	$0 	4/2/15			
102875	520  DORCHESTER RD	420/  27/  /  / 	370	6115	WPMR-5	ELD	1	2016	$0 	"$848,300 "	"$848,300 "	"$13,700 "	"$848,300 "	"$1,300,000 "	6/27/16	"$1,246,000 "	9/19/13	
102768	29 HIGH ST	201/  128/  2000/  / 	2.77	1300	RES ACLNDV	LCD	1	2016	$0 	"$109,300 "	"$109,300 "	"$109,300 "	"$109,300 "	"$165,000 "	5/17/96			
102916	94 NORTH THETFORD RD	404/  46/  /  / 	62	6505	FARM-5	RD	1	2016	$0 	"$294,700 "	"$294,700 "	"$25,000 "	"$294,700 "	"$186,000 "	12/4/12	"$140,000 "	5/9/10	
1049	116 DORCHESTER RD	409/  94/  /  / 	17	1010	SINGLE FAM MDL01	RD	2	2016	"$31,100 "	"$161,400 "	"$192,500 "	"$192,500 "	"$192,500 "	"$131,266 "	8/24/05			
1051	98 DORCHESTER RD	409/  95/  /  / 	4.4	1030	MOBILE HOM  MDL-02	RD	1	2016	"$73,600 "	"$147,200 "	"$220,800 "	"$220,800 "	"$220,800 "	"$205,000 "	4/18/06			
1052	72 DORCHESTER RD	409/  96/  /  / 	23.3	1010	SINGLE FAM MDL01	RD	1	2016	"$118,300 "	"$260,900 "	"$379,200 "	"$254,300 "	"$379,200 "	"$4,000 "	11/2/88			
1053	136 WASHBURN HILL RD	409/  98/  /  / 	249.3	1010	SINGLE FAM MDL01	RD	1	2016	"$859,100 "	"$1,044,500 "	"$1,903,600 "	"$1,187,500 "	"$1,903,600 "	"$1,700,000 "	11/1/17	"$1,650,000 "	4/2/04	
1054	92 WASHBURN HILL RD	409/  99/  /  / 	84	1010	SINGLE FAM MDL01	RD	1	2016	"$1,529,800 "	"$865,600 "	"$2,395,400 "	"$1,999,000 "	"$2,395,400 "	"$2,650,000 "	4/28/15	"$1,535,000 "	4/25/05	
1055	100 EAST ST	409/  100/  /  / 	113	6124	WPUN-4	RD	1	2016	$0 	"$327,000 "	"$327,000 "	"$16,900 "	"$327,000 "	"$328,900 "	5/14/20			
1057	60 EAST ST	410/  2/  /  / 	28.4	6224	HWUN-4	RD	1	2016	$0 	"$72,300 "	"$72,300 "	"$1,700 "	"$72,300 "	"$112,133 "	5/14/20			
1060	232 BAKER HILL RD	410/  5/  /  / 	44.4	1010	SINGLE FAM MDL01	RD	1	2016	"$952,200 "	"$438,500 "	"$1,390,700 "	"$1,145,300 "	"$1,390,700 "	$0 	2/17/03	"$90,000 "	3/20/98	
804	66 HIGHBRIDGE RD	407/  113/  /  / 	47.7	1090	MULTI HSES	RD	2	2016	"$439,600 "	"$446,200 "	"$885,800 "	"$674,700 "	"$885,800 "	$0 	9/11/19	"$4,000 "	5/4/98	
806	42 HIGHBRIDGE RD	407/  114/  /  / 	21.3	1010	SINGLE FAM MDL01	RD	1	2016	"$715,100 "	"$336,900 "	"$1,052,000 "	"$921,500 "	"$1,052,000 "	"$912,500 "	5/11/18	"$865,000 "	6/24/15	
807	41 HIGHBRIDGE RD	407/  115/  /  / 	205	6335	OTUNR-5	RD	1	2016	$0 	"$722,500 "	"$722,500 "	"$14,500 "	"$722,500 "	"$515,000 "	8/23/18			
808	53 HIGHBRIDGE RD	407/  116/  /  / 	6.4	1010	SINGLE FAM MDL01	RD	1	2016	"$222,600 "	"$184,100 "	"$406,700 "	"$406,700 "	"$406,700 "	"$429,000 "	6/22/15	"$175,000 "	6/6/94	
809	65 HIGHBRIDGE RD	407/  117/  /  / 	5.09	1010	SINGLE FAM MDL01	RD	1	2016	"$194,900 "	"$182,800 "	"$377,700 "	"$377,700 "	"$377,700 "	$0 				
810	85 HIGHBRIDGE RD	407/  118/  /  / 	16.45	1010	SINGLE FAM MDL01	RD	1	2016	"$782,700 "	"$384,400 "	"$1,167,100 "	"$1,042,400 "	"$1,167,100 "	"$1,620,000 "	6/26/16	"$625,000 "	11/7/96	
811	95 HIGHBRIDGE RD	407/  119/  /  / 	29.92	1060	AC LND IMP	RD	1	2016	"$17,300 "	"$352,400 "	"$369,700 "	"$232,200 "	"$369,700 "	$0 	7/7/20			
812	124 PINNACLE RD	407/  120/  /  / 	13.89	1010	SINGLE FAM MDL01	RD	1	2016	"$256,800 "	"$214,500 "	"$471,300 "	"$396,700 "	"$471,300 "	$0 	9/9/15	"$13,000 "	12/10/76	
814	1 CUTTING HILL LN	407/  122/  /  / 	2.3	1010	SINGLE FAM MDL01	RD	1	2016	"$494,100 "	"$176,200 "	"$670,300 "	"$670,300 "	"$670,300 "	$0 	3/6/14	"$140,000 "	9/6/02	
815	11 CUTTING HILL LN	407/  123/  /  / 	10	1090	MULTI HSES	RD	2	2016	"$420,300 "	"$252,100 "	"$672,400 "	"$672,400 "	"$672,400 "	"$608,000 "	7/6/20			
820	19 CUTTING HILL LN	407/  125/  1000/  / 	12.5	1010	SINGLE FAM MDL01	RD	1	2016	"$954,300 "	"$279,300 "	"$1,233,600 "	"$1,149,500 "	"$1,233,600 "	"$2,666 "	11/2/01	"$360,000 "	7/31/95	
821	47 HIGHBRIDGE RD	407/  125/  2000/  / 	21.6	6236	HWUNR-6		1	2016	$0 	"$243,100 "	"$243,100 "	"$1,300 "	"$243,100 "	$0 	7/31/95			
824	98 PINNACLE RD	407/  128/  /  / 	10	1010	SINGLE FAM MDL01	RD	1	2016	"$38,200 "	"$190,600 "	"$228,800 "	"$228,800 "	"$228,800 "	$0 	6/16/08			
826	7 MASA MOREY LN	407/  130/  /  / 	29.8	1010	SINGLE FAM MDL01	RD	1	2016	"$301,900 "	"$308,300 "	"$610,200 "	"$509,000 "	"$610,200 "	$0 	10/25/11	"$29,000 "	11/19/86	
827	43 MASA MOREY LN	407/  131/  /  / 	85.15	1090	MULTI HSES	RD	2	2016	"$738,000 "	"$900,000 "	"$1,638,000 "	"$1,304,000 "	"$1,638,000 "	"$2,666 "	9/10/02	"$700,000 "	1/14/94	
829	64 PINNACLE RD	407/  133/  /  / 	19	1090	MULTI HSES	RD	3	2016	"$393,900 "	"$358,200 "	"$752,100 "	"$688,800 "	"$752,100 "	$0 	11/6/13	"$15,000 "	12/2/77	
830	50 PINNACLE RD	407/  134/  /  / 	0.89	1010	SINGLE FAM MDL01	RD	1	2016	"$159,900 "	"$138,800 "	"$298,700 "	"$298,700 "	"$298,700 "	$0 	11/6/13	"$120,000 "	2/15/11	
831	24 PINNACLE RD	407/  135/  /  / 	38.1	1090	MULTI HSES		3	2016	"$1,132,300 "	"$699,600 "	"$1,831,900 "	"$1,831,900 "	"$1,831,900 "	"$205,053 "	12/1/89	"$168,000 "	5/15/89	
834	4 PINNACLE RD	407/  138/  /  / 	0.69	1010	SINGLE FAM MDL01	RD	1	2016	"$156,300 "	"$120,200 "	"$276,500 "	"$276,500 "	"$276,500 "	"$4,000 "	2/9/99			
594	68 BRECK HILL RD	405/  47/  /  / 	8.01	1010	SINGLE FAM MDL01		1	2016	"$541,800 "	"$257,000 "	"$798,800 "	"$763,000 "	"$798,800 "	"$630,000 "	5/19/09	"$437,950 "	8/13/88	
597	52 BRECK HILL RD	405/  50/  /  / 	15.25	1010	SINGLE FAM MDL01	RD	1	2016	"$689,900 "	"$399,500 "	"$1,089,400 "	"$992,000 "	"$1,089,400 "	$0 	4/24/07			
598	263 ORFORD RD (LAND ONLY)	406/  1/  /  / 	8.8	9035	TOWN-PROP	RD	1	2016	$0 	"$35,000 "	"$35,000 "	"$35,000 "	"$35,000 "	$0 	1/20/98	"$199,000 "	7/1/94	
600	301 ORFORD RD	406/  3/  /  / 	3.5	1010	SINGLE FAM MDL01		1	2016	"$133,000 "	"$128,800 "	"$261,800 "	"$261,800 "	"$261,800 "	"$240,500 "	12/8/20			
603	385 ORFORD RD	406/  6/  /  / 	64	6515	FARMR-5	RD	1	2016	$0 	"$250,000 "	"$250,000 "	"$20,600 "	"$250,000 "	$0 	4/8/04			
605	393 ORFORD RD	406/  8/  /  / 	0.9	1010	SINGLE FAM MDL01	RD	1	2016	"$173,900 "	"$133,300 "	"$307,200 "	"$307,200 "	"$307,200 "	$0 	5/11/04	"$95,000 "	2/5/96	
607	396 ORFORD RD	406/  10/  /  / 	2.5	101	Single Fam	RD	2	2016	"$243,800 "	"$129,500 "	"$373,300 "	"$373,300 "	"$373,300 "	$0 	11/9/20	"$2,667 "	7/10/15	
611	394 ORFORD RD	406/  11/  /  / 	130	1010	SINGLE FAM MDL01		1	2016	"$672,000 "	"$460,500 "	"$1,132,500 "	"$838,800 "	"$1,132,500 "	"$390,000 "	5/27/04	"$116,250 "	11/1/88	
102644	HORTON LN	408/  44/  /  / 	25	1010	SINGLE FAM MDL01	RD	1	2016	"$6,300 "	"$139,600 "	"$145,900 "	"$20,800 "	"$145,900 "	$0 	7/26/05			
617	368 ORFORD RD	406/  14/  /  / 	5.81	1010	SINGLE FAM MDL01	RD	1	2016	"$153,300 "	"$155,200 "	"$308,500 "	"$308,500 "	"$308,500 "	"$245,000 "	4/21/20	$100 	6/21/74	
618	346 ORFORD RD	406/  15/  /  / 	59	1010	SINGLE FAM MDL01	RD	2	2016	"$83,100 "	"$280,100 "	"$363,200 "	"$267,600 "	"$363,200 "	"$4,000 "	4/25/88			
620	344 ORFORD RD	406/  17/  /  / 	85.1	6123	WPUN-3	RD	1	2016	$0 	"$70,300 "	"$70,300 "	"$6,900 "	"$70,300 "	"$20,000 "	3/29/18	"$38,533 "	7/17/15	
621	328 ORFORD RD	406/  18/  /  / 	17.3	1010	SINGLE FAM MDL01	RD	1	2016	"$147,400 "	"$203,200 "	"$350,600 "	"$289,600 "	"$350,600 "	$0 	9/12/05	"$4,000 "	4/25/88	
622	320 ORFORD RD	406/  19/  /  / 	1.75	1010	SINGLE FAM MDL01	RD	1	2016	"$97,700 "	"$138,300 "	"$236,000 "	"$236,000 "	"$236,000 "	"$235,000 "	5/22/07			
102736	25 LAMPHIRE HILL LN	403/  29/  2000/  / 	13.99	1010	SINGLE FAM MDL01	RD	1	2016	"$425,900 "	"$267,000 "	"$692,900 "	"$618,200 "	"$692,900 "	$0 	10/13/06			
623	314 ORFORD RD	406/  20/  /  / 	20	1010	SINGLE FAM MDL01	RD	1	2016	"$89,500 "	"$210,200 "	"$299,700 "	"$237,200 "	"$299,700 "	$0 	9/15/17			
624	302 ORFORD RD	406/  21/  /  / 	42	101	Single Fam	RD	2	2016	"$301,300 "	"$291,700 "	"$593,000 "	"$448,800 "	"$593,000 "	$0 				
626	264 ORFORD RD	406/  23/  /  / 	46.89	1010	SINGLE FAM MDL01		1	2016	"$305,900 "	"$311,200 "	"$617,100 "	"$518,700 "	"$617,100 "	"$213,000 "	8/1/95	"$199,000 "	7/1/94	
627	129 CULVER HILL LN	406/  24/  /  / 	33	6710	UNPRODUCTIVE-REC		1	2016	$0 	"$32,700 "	"$32,700 "	"$1,100 "	"$32,700 "	$0 	2/21/90			
633	85 ORFORDVILLE RD (TOWN FORE	406/  30/  /  / 	355	9035	TOWN-PROP	RD	1	2016	$0 	"$585,800 "	"$585,800 "	"$585,800 "	"$585,800 "	$0 				
634	111 MUD TURTLE POND RD	406/  31/  /  / 	207	6213	HWMR-3	RD	1	2016	$0 	"$287,800 "	"$287,800 "	"$7,700 "	"$287,800 "	$0 	12/8/15			
635	121 MUD TURTLE POND RD	406/  32/  /  / 	0.96	1320	RES ACLNUD	RD	1	2016	$0 	"$4,200 "	"$4,200 "	"$4,200 "	"$4,200 "	$0 	12/12/05			
637	135 MUD TURTLE POND RD	406/  34/  /  / 	2	1010	SINGLE FAM MDL01	RD	1	2016	"$228,800 "	"$81,000 "	"$309,800 "	"$309,800 "	"$309,800 "	$0 	8/28/18	"$30,000 "	2/24/06	
638	132+4 MUD TURTLE POND RD	406/  35/  /  / 	57	1090	MULTI HSES	RD	2	2016	"$279,300 "	"$245,000 "	"$524,300 "	"$403,900 "	"$524,300 "	$0 	1/1/03			
645	149 ORFORD RD	407/  6/  /  / 	2.1	1010	SINGLE FAM MDL01	RD	1	2016	"$243,400 "	"$133,300 "	"$376,700 "	"$376,700 "	"$376,700 "	"$376,533 "	1/19/17	"$135,000 "	11/3/88	
647	31 POST POND LN	407/  8/  /  / 	11.6	1013	SFR WATER  MDL-01	RD	1	2016	"$30,000 "	"$302,800 "	"$332,800 "	"$288,800 "	"$332,800 "	$0 				
650	47 POST POND LN	407/  11/  /  / 	0.39	1013	SFR WATER  MDL-01	RD	1	2016	"$183,500 "	"$235,400 "	"$418,900 "	"$418,900 "	"$418,900 "	$0 	12/4/12	"$105,333 "	12/4/12	
651	49 POST POND LN	407/  12/  /  / 	0.52	1013	SFR WATER  MDL-01	RD	2	2016	"$183,300 "	"$278,100 "	"$461,400 "	"$461,400 "	"$461,400 "	"$246,000 "	5/1/01	"$172,500 "	8/12/94	
652	51 POST POND LN	407/  13/  /  / 	0.18	1013	SFR WATER  MDL-01	RD	1	2016	"$23,900 "	"$208,300 "	"$232,200 "	"$232,200 "	"$232,200 "	$0 	4/27/15	"$188,000 "	4/9/13	
654	55 POST POND LN	407/  15/  /  / 	50.65	1013	SFR WATER  MDL-01	RD	1	2016	"$107,000 "	"$377,200 "	"$484,200 "	"$376,200 "	"$484,200 "	$0 	2/4/98			
655	57 POST POND LN	407/  16/  /  / 	1.31	1013	SFR WATER  MDL-01	RD	1	2016	"$480,400 "	"$433,200 "	"$913,600 "	"$913,600 "	"$913,600 "	$0 	1/1/02	"$99,333 "	8/8/01	
656	"Problem loading parcel PID 656, Map 407 Lot 17"																	
664	67 POST POND LN	407/  20/  /  / 	0.52	1013	SFR WATER  MDL-01	RD	1	2016	"$51,900 "	"$186,400 "	"$238,300 "	"$238,300 "	"$238,300 "	$0 	2/24/14	"$135,200 "	1/25/06	
667	69 POST POND LN	407/  21/  /  / 	0.15	1013	SFR WATER  MDL-01	RD	1	2016	"$16,400 "	"$136,200 "	"$152,600 "	"$152,600 "	"$152,600 "	$0 	2/22/08			
675	62 POST POND LN	407/  23/  /  / 	17.04	1320	RES ACLNUD	RD	1	2016	$0 	"$52,400 "	"$52,400 "	"$11,300 "	"$52,400 "	$0 	2/24/14	"$153,524 "	2/18/93	
686	50 POST POND LN	407/  26/  /  / 	4.2	9200	NON PROFIT  MDL-00	RD	1	2016	$0 	"$11,600 "	"$11,600 "	"$11,600 "	"$11,600 "	$0 	12/9/96	"$4,000 "	4/9/92	
688	32 POST POND LN	407/  28/  /  / 	0.43	1060	AC LND IMP	RD	1	2016	"$2,600 "	"$47,600 "	"$50,200 "	"$50,200 "	"$50,200 "	"$50,000 "	11/10/20			
1469	637 DORCHESTER RD (LAND ONLY)	421/  1/  /  / 	0.37	9035	TOWN-PROP	ELD	1	2016	$0 	"$75,600 "	"$75,600 "	"$75,600 "	"$75,600 "	$0 				
1471	641 DORCHESTER RD	421/  3/  /  / 	0.47	1013	SFR WATER  MDL-01	ELD	1	2016	"$10,600 "	"$165,800 "	"$176,400 "	"$176,400 "	"$176,400 "	"$4,000 "	8/10/87	$100 	5/10/37	
1472	643 DORCHESTER RD	421/  4/  /  / 	1.43	1013	SFR WATER  MDL-01	ELD	1	2016	"$51,300 "	"$236,400 "	"$287,700 "	"$287,700 "	"$287,700 "	"$205,000 "	6/28/16			
1473	645 DORCHESTER RD	421/  5/  /  / 	16.14	1013	SFR WATER  MDL-01	ELD	3	2016	"$163,200 "	"$320,800 "	"$484,000 "	"$439,900 "	"$484,000 "	$0 	11/6/13	"$6,267 "	12/5/12	
1475	651 DORCHESTER RD	421/  7/  /  / 	16.32	1013	SFR WATER  MDL-01	ELD	1	2016	"$30,600 "	"$275,600 "	"$306,200 "	"$271,400 "	"$306,200 "	$0 	11/6/13	"$6,267 "	12/5/12	
1477	658 DORCHESTER RD	421/  9/  /  / 	1.91	1010	SINGLE FAM MDL01	ELD	1	2016	"$95,100 "	"$139,000 "	"$234,100 "	"$234,100 "	"$234,100 "	"$430,000 "	8/26/05			
101182	89 WASHBURN HILL RD	402/  1/  2000/  / 	7.92	1010	SINGLE FAM MDL01	RD	1	2016	"$457,000 "	"$332,800 "	"$789,800 "	"$789,800 "	"$789,800 "	"$250,000 "	11/23/16	"$50,000 "	8/24/15	
1484	41 OLD DORCHESTER RD	421/  16/  /  / 	3.67	1010	SINGLE FAM MDL01	ELD	1	2016	"$105,200 "	"$166,100 "	"$271,300 "	"$271,300 "	"$271,300 "	$0 	2/15/08	"$20,000 "	1/4/97	
1485	636 DORCHESTER RD	421/  17/  /  / 	6.94	1010	SINGLE FAM MDL01	MFD	1	2016	"$152,700 "	"$201,200 "	"$353,900 "	"$353,900 "	"$353,900 "	$0 	1/8/93	"$121,000 "	3/5/90	
1486	50 OLD DORCHESTER RD	421/  18/  /  / 	76.33	1010	SINGLE FAM MDL01	ELD	1	2016	"$248,600 "	"$291,400 "	"$540,000 "	"$368,800 "	"$540,000 "	$0 	12/14/09	"$96,000 "	7/30/09	
1488	680 DORCHESTER RD	421/  20/  /  / 	222	6233	HWUNR-3	MFD	1	2016	$0 	"$332,900 "	"$332,900 "	"$11,200 "	"$332,900 "	$0 	9/14/87			
1489	700 DORCHESTER RD	421/  21/  /  / 	207.33	6213	HWMR-3	MFD	1	2016	$0 	"$459,000 "	"$459,000 "	"$6,400 "	"$459,000 "	"$2,500,000 "	3/21/21	"$1,125,000 "	3/19/99	
292	294 DARTMOUTH COLLEGE HY	402/  1/  1000/  / 	86	1010	SINGLE FAM MDL01	RD	3	2016	"$376,400 "	"$569,300 "	"$945,700 "	"$550,500 "	"$945,700 "	$0 	4/8/04			
505	599 RIVER RD	404/  30/  /  / 	29	1013	SFR WATER  MDL-01	RD	1	2016	"$704,800 "	"$688,900 "	"$1,393,700 "	"$1,145,800 "	"$1,393,700 "	"$180,000 "	2/27/98	"$121,848 "	12/17/86	
83	29 UNION ST	201/  57/  /  / 	0.44	1010	SINGLE FAM MDL01	LCD	1	2016	"$173,000 "	"$161,800 "	"$334,800 "	"$334,800 "	"$334,800 "	"$155,000 "	8/28/98	"$115,000 "	3/28/85	
171	18 SPRING HILL LN	201/  122/  /  / 	6.21	6335	OTUNR-5	LCD	1	2016	$0 	"$144,500 "	"$144,500 "	$200 	"$144,500 "	"$835,000 "	5/30/97	"$10,000 "	1/31/97	
